state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
FL,2024,Hurricane Helene,Hurricane,FL,2024,121653.14,75593.11,197246.25,45.2,63.6,28.001912568306004
NY,2012,Hurricane Sandy,Hurricane,NY,2012,33560.19,9864.95,43425.14,48.8,39.7,14.591530054644808
FL,2004,Hurricane Ivan,Hurricane,FL,2004,10503.67,0.0,10503.67,120.3,64.3,27.106557377049185
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
PA,1996,Flooding,Flood,PA,1996,0.0,0.0,0.0,86.4,37.2,14.362295081967199
LA,2012,Hurricane Isaac,Hurricane,LA,2012,20344.07,833.59,21177.66,75.6,47.8,25.857923497267745
FL,2024,Hurricane Milton,Hurricane,FL,2024,127555.96,10484.69,138040.65,45.2,63.6,28.001912568306004
IN,1982,Flooding,Flood,IN,1982,2058.13,0.0,2058.13,56.8,45.1,16.0791780821918
TX,1981,Flooding,Flood,TX,1981,2540.65,4053.58,6594.23,0.0,0.0,0.0
LA,1978,Flooding,Flood,LA,1978,746.13,290.0,1036.13,94.6,32.2,24.386575342465765
SC,1989,Hurricane Hugo,Hurricane,SC,1989,45921.42,24503.73,70425.15,78.5,70.7,23.115616438356138
LA,2005,Hurricane Katrina,Hurricane,LA,2005,119042.34,50003.55,169045.89,63.7,47.6,25.748767123287685
AL,2004,Hurricane Ivan,Hurricane,AL,2004,35529.83,0.0,35529.83,126.7,54.8,23.34016393442623
FL,2004,Hurricane Charley,Hurricane,FL,2004,22592.09,11000.0,33592.09,120.3,64.3,27.106557377049185
FL,1982,The 'No-Name Storm',Storm,FL,1982,492.68,0.0,492.68,88.2,39.3,27.486027397260273
LA,2005,Hurricane Katrina,Hurricane,LA,2005,98900.0,25000.0,123900.0,63.7,47.6,25.748767123287685
MA,1991,"The ""Halloween"" Storm",Storm,MA,1991,11331.1,0.0,11331.1,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,0.0,0.0,0.0,116.8,32.4,24.40846994535519
FL,1992,Hurricane Andrew,Hurricane,FL,1992,9692.95,1643.87,11336.82,44.4,30.6,27.21147540983609
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,175951.68,30000.0,205951.68,48.8,39.7,14.591530054644808
LA,1993,Flooding,Flood,LA,1993,2716.16,0.0,2716.16,67.7,39.0,24.364657534246575
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,21756.05,0.0,21756.05,0.0,0.0,0.0
IN,1990,Flooding,Flood,IN,1990,0.0,0.0,0.0,56.3,45.1,17.38739726027396
MN,1997,Flooding,Flood,MN,1997,27881.32,0.0,27881.32,75.9,42.1,11.102739726027394
NC,2018,Hurricane Florence,Hurricane,NC,2018,35299.15,0.0,35299.15,181.7,38.8,20.5109589041096
LA,1991,Flooding,Flood,LA,1991,6102.36,1563.65,7666.01,86.6,32.6,24.527397260273947
FL,1995,Flooding,Flood,FL,1995,0.0,0.0,0.0,37.3,33.1,26.58630136986301
LA,2005,Hurricane Katrina,Hurricane,LA,2005,21200.0,8500.0,29700.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,250000.0,90461.73,340461.73,115.4,53.5,26.819726027397266
CT,2012,Hurricane Sandy,Hurricane,CT,2012,6615.69,0.0,6615.69,40.4,44.1,17.087431693989057
NJ,2010,Nor'easter,Storm,NJ,2010,11649.53,0.0,11649.53,0.0,0.0,0.0
VA,2003,Hurricane Isabel,Hurricane,VA,2003,9655.11,3127.13,12782.240000000002,59.8,43.1,18.522191780821892
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
TX,2017,Hurricane Harvey,Hurricane,TX,2017,6548.91,5077.76,11626.67,115.4,53.5,26.819726027397266
FL,2016,Hurricane Matthew,Hurricane,FL,2016,0.0,0.0,0.0,86.7,45.5,27.393169398907094
TX,1983,Hurricane Alicia,Hurricane,TX,1983,1823.55,0.0,1823.55,51.3,48.6,24.291506849315052
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,51764.53,0.0,51764.53,0.0,0.0,0.0
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,7475.79,0.0,7475.79,0.0,0.0,0.0
MS,1998,Hurricane Georges,Hurricane,MS,1998,0.0,0.0,0.0,71.5,32.6,24.292602739726036
PA,2010,Nor'easter,Storm,PA,2010,4261.3,0.0,4261.3,142.1,30.5,16.434520547945194
LA,2005,Hurricane Rita,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,1981,Flooding,Flood,LA,1981,1546.87,0.0,1546.87,41.9,34.1,24.550136986301368
FL,2024,Hurricane Helene,Hurricane,FL,2024,91254.37,9939.21,101193.57999999999,45.2,63.6,28.001912568306004
LA,2016,Mid-summer severe storms,Storm,LA,2016,89880.31,0.0,89880.31,233.5,35.3,25.598087431693997
AL,2020,Hurricane Sally,Hurricane,AL,2020,44888.29,0.0,44888.29,76.0,54.3,24.044808743169412
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
TX,2019,Tropical Storm Imelda,Storm,TX,2019,49408.68,3524.62,52933.3,0.0,0.0,0.0
TX,2001,Tropical Storm Allison,Storm,TX,2001,0.0,0.0,0.0,60.6,40.8,24.620273972602728
TX,2017,Hurricane Harvey,Hurricane,TX,2017,3952.89,0.0,3952.89,115.4,53.5,26.819726027397266
TX,1981,Flooding,Flood,TX,1981,22404.31,10000.0,32404.31,0.0,0.0,0.0
PA,1985,Hurricane Gloria,Hurricane,PA,1985,3688.0,0.0,3688.0,79.0,37.8,15.748219178082193
TX,1979,Tropical Storm Claudette,Storm,TX,1979,9504.73,5732.05,15236.779999999999,40.6,42.0,24.003287671232854
LA,2008,Hurricane Ike,Hurricane,LA,2008,68149.93,17811.54,85961.47,124.3,61.5,25.34726775956283
WV,2016,Summer severe storms,Storm,WV,2016,46420.32,0.0,46420.32,80.1,37.1,16.913661202185807
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
WV,2007,Nor'easter,Storm,WV,2007,7528.57,0.0,7528.57,59.6,36.5,17.14520547945206
LA,1998,Flooding,Flood,LA,1998,6494.59,1758.77,8253.36,71.0,34.5,25.703013698630123
FL,2000,Flooding,Flood,FL,2000,1559.94,0.0,1559.94,32.8,33.5,27.39262295081968
LA,1979,Flooding,Flood,LA,1979,3024.0,472.0,3496.0,67.8,38.2,23.784109589041112
TX,2017,Hurricane Harvey,Hurricane,TX,2017,70237.93,0.0,70237.93,115.4,53.5,26.819726027397266
LA,2008,Hurricane Gustav,Hurricane,LA,2008,95279.6,45463.08,140742.68,124.3,61.5,25.34726775956283
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,1821.54,0.0,1821.54,0.0,0.0,0.0
SC,1989,Hurricane Hugo,Hurricane,SC,1989,7398.5,0.0,7398.5,78.5,70.7,23.115616438356138
FL,1999,Hurricane Irene,Hurricane,FL,1999,1852.66,0.0,1852.66,110.3,35.5,27.3413698630137
PA,2011,Tropical Storm Lee,Storm,PA,2011,75976.51,0.0,75976.51,77.6,33.0,16.312328767123276
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
NY,1985,Hurricane Gloria,Hurricane,NY,1985,0.0,0.0,0.0,74.1,40.3,12.470958904109581
CO,2013,Late summer storms,Storm,CO,2013,9544.58,0.0,9544.58,24.9,33.5,10.387123287671235
AL,2005,Hurricane Katrina,Hurricane,AL,2005,37980.05,19200.0,57180.05,57.2,45.7,23.200000000000014
TX,2017,Hurricane Harvey,Hurricane,TX,2017,202987.13,88200.0,291187.13,115.4,53.5,26.819726027397266
GA,2017,Hurricane Irma,Hurricane,GA,2017,6522.93,0.0,6522.93,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,70000.0,10000.0,80000.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Rita,Hurricane,LA,2005,40000.0,5000.0,45000.0,63.7,47.6,25.748767123287685
VA,2003,Hurricane Isabel,Hurricane,VA,2003,34714.94,0.0,34714.94,59.8,43.1,18.522191780821892
FL,2016,Hurricane Matthew,Hurricane,FL,2016,0.0,0.0,0.0,86.7,45.5,27.393169398907094
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,14913.95,14913.95,41.7,42.5,26.64180327868851
SC,2017,Hurricane Irma,Hurricane,SC,2017,3910.75,1625.65,5536.4,68.8,44.3,24.499178082191804
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,1983,Flooding,Flood,LA,1983,12654.5,1123.5,13778.0,107.7,36.1,23.015890410958903
PA,2021,Hurricane Ida,Hurricane,PA,2021,10791.72,284.83,11076.55,136.3,36.8,17.51369863013698
FL,1985,Hurricane Elena,Hurricane,FL,1985,26193.38,5584.24,31777.620000000003,25.6,33.4,27.62438356164381
LA,2002,Tropical Storm Isidore,Storm,LA,2002,0.0,831.47,831.47,57.0,42.7,24.50986301369864
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
LA,2005,Hurricane Katrina,Hurricane,LA,2005,250000.0,0.0,250000.0,63.7,47.6,25.748767123287685
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,33194.63,6781.57,39976.2,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
TX,2001,Tropical Storm Allison,Storm,TX,2001,7609.57,1327.28,8936.85,60.6,40.8,24.620273972602728
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,2008,Hurricane Gustav,Hurricane,LA,2008,0.0,0.0,0.0,124.3,61.5,25.34726775956283
LA,1995,Flooding,Flood,LA,1995,1778.1,0.0,1778.1,70.1,33.8,24.724109589041113
LA,2021,Hurricane Ida,Hurricane,LA,2021,0.0,0.0,0.0,176.4,38.0,24.852602739726045
LA,1995,Flooding,Flood,LA,1995,1762.17,0.0,1762.17,70.1,33.8,24.724109589041113
IL,2008,Hurricane Ike,Hurricane,IL,2008,2866.12,0.0,2866.12,76.4,44.4,15.811202185792343
TX,1992,Flooding,Flood,TX,1992,0.0,0.0,0.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,84824.18,150000.0,234824.18,63.7,47.6,25.748767123287685
TX,1998,Flooding,Flood,TX,1998,17807.06,11136.97,28944.03,120.3,41.8,25.954794520547935
LA,1995,Flooding,Flood,LA,1995,11737.83,0.0,11737.83,70.1,33.8,24.724109589041113
MI,1985,Flooding,Flood,MI,1985,514.1,0.0,514.1,41.7,48.8,13.062739726027388
NJ,2021,Hurricane Ida,Hurricane,NJ,2021,102000.0,0.0,102000.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,87354.88,30000.0,117354.88,63.7,47.6,25.748767123287685
NY,2011,Hurricane Irene,Hurricane,NY,2011,1397.8,0.0,1397.8,99.2,38.2,13.412054794520554
FL,2022,Hurricane Ian,Hurricane,FL,2022,28752.84,0.0,28752.84,208.8,76.6,28.4682191780822
NJ,2014,Mid-spring storms,Storm,NJ,2014,0.0,0.0,0.0,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,78158.55,39844.77,118003.32,115.4,53.5,26.819726027397266
LA,1982,Flooding,Flood,LA,1982,1940.1,220.5,2160.6,117.2,33.5,24.85561643835617
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
LA,2005,Hurricane Katrina,Hurricane,LA,2005,51400.0,18500.0,69900.0,63.7,47.6,25.748767123287685
NJ,1979,Not a named storm,Storm,NJ,1979,1350.0,0.0,1350.0,0.0,0.0,0.0
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
LA,1982,Flooding,Flood,LA,1982,9959.63,6310.6,16270.23,117.2,33.5,24.85561643835617
NC,1999,Hurricane Floyd,Hurricane,NC,1999,0.0,0.0,0.0,68.1,36.8,20.717534246575365
FL,2024,Hurricane Helene,Hurricane,FL,2024,3697.34,0.0,3697.34,45.2,63.6,28.001912568306004
FL,2023,Hurricane Idalia,Hurricane,FL,2023,0.0,7540.74,7540.74,29.9,37.4,29.091506849315042
HI,1982,Flooding,Flood,HI,1982,19892.31,0.0,19892.31,0.0,0.0,0.0
FL,2001,Torrential rain,Heavy Rain,FL,2001,0.0,0.0,0.0,73.6,37.2,27.115342465753432
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
LA,1983,Flooding,Flood,LA,1983,19466.57,0.0,19466.57,107.7,36.1,23.015890410958903
LA,2005,Hurricane Katrina,Hurricane,LA,2005,79191.72,0.0,79191.72,63.7,47.6,25.748767123287685
LA,2016,Mid-summer severe storms,Storm,LA,2016,51117.0,0.0,51117.0,233.5,35.3,25.598087431693997
LA,1978,Flooding,Flood,LA,1978,303.37,230.09,533.46,94.6,32.2,24.386575342465765
FL,1992,Hurricane Andrew,Hurricane,FL,1992,1700.0,0.0,1700.0,44.4,30.6,27.21147540983609
VA,2009,Nor'easter,Storm,VA,2009,6128.14,0.0,6128.14,52.7,33.7,19.438082191780804
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,3376.2,2277.86,5654.0599999999995,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,92000.0,10000.0,102000.0,63.7,47.6,25.748767123287685
KY,1984,Flooding,Flood,KY,1984,4500.0,0.0,4500.0,78.9,31.4,18.36584699453551
TX,1983,Hurricane Alicia,Hurricane,TX,1983,14523.33,0.0,14523.33,51.3,48.6,24.291506849315052
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
IL,2013,Mid-spring storms,Storm,IL,2013,7097.86,0.0,7097.86,47.4,42.0,15.888493150684935
IL,2013,Mid-spring storms,Storm,IL,2013,8349.55,0.0,8349.55,47.4,42.0,15.888493150684935
NY,1992,December Storm - Nor'easter,Storm,NY,1992,1437.5,0.0,1437.5,29.7,35.3,11.993989071038252
TX,2015,Fall severe storms,Storm,TX,2015,34328.68,19903.55,54232.229999999996,169.3,37.4,25.443287671232884
TX,2008,Hurricane Ike,Hurricane,TX,2008,41503.42,14800.0,56303.42,41.7,42.5,26.64180327868851
FL,2004,Hurricane Charley,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
TX,2007,Tropical Storm Erin,Storm,TX,2007,2921.07,0.0,2921.07,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,77000.0,0.0,77000.0,208.8,76.6,28.4682191780822
TX,2017,Hurricane Harvey,Hurricane,TX,2017,32912.29,6688.03,39600.32,115.4,53.5,26.819726027397266
LA,2016,Mid-summer severe storms,Storm,LA,2016,86813.18,0.0,86813.18,233.5,35.3,25.598087431693997
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
NY,2005,Torrential rain,Heavy Rain,NY,2005,6774.61,0.0,6774.61,77.3,35.3,13.352328767123291
LA,2024,Hurricane Francine,Hurricane,LA,2024,13019.25,0.0,13019.25,73.8,38.8,26.60273224043716
NY,2012,Hurricane Sandy,Hurricane,NY,2012,8026.0,0.0,8026.0,48.8,39.7,14.591530054644808
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,59033.91,0.0,59033.91,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,20306.25,1248.28,21554.53,41.7,42.5,26.64180327868851
WA,1990,Flooding,Flood,WA,1990,0.0,0.0,0.0,127.4,21.0,11.218630136986292
LA,1982,Flooding,Flood,LA,1982,20370.72,3570.88,23941.600000000002,117.2,33.5,24.85561643835617
FL,2024,Hurricane Helene,Hurricane,FL,2024,132185.11,0.0,132185.11,45.2,63.6,28.001912568306004
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
FL,2000,Flooding,Flood,FL,2000,2495.07,4147.7,6642.77,32.8,33.5,27.39262295081968
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,2001,Tropical Storm Allison,Storm,LA,2001,0.0,0.0,0.0,86.0,34.9,24.30821917808221
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
FL,2005,Hurricane Katrina,Hurricane,FL,2005,48461.09,46200.0,94661.09,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,148500.0,20000.0,168500.0,63.7,47.6,25.748767123287685
TX,1997,Flooding,Flood,TX,1997,4999.32,831.95,5831.2699999999995,0.0,0.0,0.0
MN,1997,Flooding,Flood,MN,1997,80866.29,5683.45,86549.73999999999,75.9,42.1,11.102739726027394
LA,2005,Hurricane Rita,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
OK,2008,Hurricane Ike,Hurricane,OK,2008,22000.0,0.0,22000.0,54.9,40.3,22.194535519125676
LA,2002,Hurricane Lili,Hurricane,LA,2002,0.0,0.0,0.0,57.0,42.7,24.50986301369864
LA,2005,Hurricane Katrina,Hurricane,LA,2005,117500.0,10200.0,127700.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,20000.0,120000.0,63.7,47.6,25.748767123287685
TX,2001,Tropical Storm Allison,Storm,TX,2001,81940.14,0.0,81940.14,60.6,40.8,24.620273972602728
TX,2008,Hurricane Ike,Hurricane,TX,2008,75000.0,0.0,75000.0,41.7,42.5,26.64180327868851
TX,2017,Hurricane Harvey,Hurricane,TX,2017,61775.67,5812.98,67588.65,115.4,53.5,26.819726027397266
NY,1980,Flooding,Flood,NY,1980,507.25,1671.0,2178.25,30.9,41.0,12.052459016393428
FL,2017,Hurricane Irma,Hurricane,FL,2017,12587.49,0.0,12587.49,75.8,73.1,27.927123287671268
LA,2005,Hurricane Katrina,Hurricane,LA,2005,73300.0,24400.0,97700.0,63.7,47.6,25.748767123287685
NC,1999,Hurricane Floyd,Hurricane,NC,1999,0.0,0.0,0.0,68.1,36.8,20.717534246575365
CO,2013,Late summer storms,Storm,CO,2013,148079.44,0.0,148079.44,24.9,33.5,10.387123287671235
TX,2008,Hurricane Ike,Hurricane,TX,2008,77856.78,908.38,78765.16,41.7,42.5,26.64180327868851
TX,2005,Hurricane Rita,Hurricane,TX,2005,23869.73,0.0,23869.73,29.2,40.2,26.39205479452055
NY,2012,Hurricane Sandy,Hurricane,NY,2012,50667.19,11877.88,62545.07,48.8,39.7,14.591530054644808
MO,1994,Flooding,Flood,MO,1994,17575.11,3416.63,20991.74,64.4,29.8,19.316712328767114
LA,1978,Flooding,Flood,LA,1978,8725.0,3631.0,12356.0,94.6,32.2,24.386575342465765
LA,2005,Hurricane Rita,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,2021,Hurricane Ida,Hurricane,LA,2021,0.0,0.0,0.0,176.4,38.0,24.852602739726045
GA,2009,Late summer storms,Storm,GA,2009,0.0,0.0,0.0,0.0,0.0,0.0
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,0.0,0.0,0.0,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,81092.39,12200.0,93292.39,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,42719.99,9369.48,52089.47,63.7,47.6,25.748767123287685
WV,1997,Flooding,Flood,WV,1997,4040.84,0.0,4040.84,28.8,36.9,15.007671232876703
LA,2005,Hurricane Katrina,Hurricane,LA,2005,2902.55,6016.45,8919.0,63.7,47.6,25.748767123287685
NJ,2021,Hurricane Ida,Hurricane,NJ,2021,60525.9,0.0,60525.9,0.0,0.0,0.0
MA,1992,December Storm - Nor'easter,Storm,MA,1992,7273.84,0.0,7273.84,0.0,0.0,0.0
IN,1981,Flooding,Flood,IN,1981,559.18,108.3,667.4799999999999,49.0,36.6,15.77506849315069
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016,Hurricane Matthew,Hurricane,FL,2016,46742.42,7831.16,54573.58,86.7,45.5,27.393169398907094
LA,2005,Hurricane Katrina,Hurricane,LA,2005,57800.0,26900.0,84700.0,63.7,47.6,25.748767123287685
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,94808.92,0.0,94808.92,0.0,0.0,0.0
FL,2023,April Florida Flooding,Flood,FL,2023,72540.58,6000.0,78540.58,29.9,37.4,29.091506849315042
SC,2016,Hurricane Matthew,Hurricane,SC,2016,188.81,0.0,188.81,124.0,46.5,23.819945355191262
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
NC,1996,Hurricane Bertha,Hurricane,NC,1996,0.0,0.0,0.0,97.7,45.8,19.459562841530044
LA,2005,Hurricane Katrina,Hurricane,LA,2005,200000.0,20000.0,220000.0,63.7,47.6,25.748767123287685
FL,2022,Hurricane Ian,Hurricane,FL,2022,24749.8,348.21,25098.01,208.8,76.6,28.4682191780822
TX,2019,Tropical Storm Imelda,Storm,TX,2019,61091.52,10644.48,71736.0,0.0,0.0,0.0
LA,1991,Flooding,Flood,LA,1991,14450.28,0.0,14450.28,86.6,32.6,24.527397260273947
NJ,1980,Flooding,Flood,NJ,1980,243.25,81.0,324.25,42.5,40.3,16.810109289617486
IL,1982,Flooding,Flood,IL,1982,1246.48,335.0,1581.48,63.4,52.2,15.19205479452055
VA,2009,Nor'easter,Storm,VA,2009,363.79,0.0,363.79,52.7,33.7,19.438082191780804
MA,1978,Flooding,Flood,MA,1978,3340.0,0.0,3340.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,3751.23,10781.5,14532.73,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,99876.73,0.0,99876.73,48.8,39.7,14.591530054644808
LA,1992,Hurricane Andrew,Hurricane,LA,1992,2893.95,0.0,2893.95,65.7,43.1,24.035245901639342
SC,1989,Hurricane Hugo,Hurricane,SC,1989,43452.39,20437.36,63889.75,78.5,70.7,23.115616438356138
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,12770.9,0.0,12770.9,0.0,0.0,0.0
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,0.0,0.0,0.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,387180.51,0.0,387180.51,63.7,47.6,25.748767123287685
LA,2001,Tropical Storm Allison,Storm,LA,2001,30808.12,18202.53,49010.649999999994,86.0,34.9,24.30821917808221
WA,1996,Flooding,Flood,WA,1996,0.0,0.0,0.0,96.5,20.4,10.540710382513662
CT,2012,Hurricane Sandy,Hurricane,CT,2012,17619.31,0.0,17619.31,40.4,44.1,17.087431693989057
OH,1985,Flooding,Flood,OH,1985,0.0,0.0,0.0,38.9,44.9,15.036438356164384
LA,1983,Flooding,Flood,LA,1983,6215.09,0.0,6215.09,107.7,36.1,23.015890410958903
TX,2001,Tropical Storm Allison,Storm,TX,2001,35673.97,20107.33,55781.3,60.6,40.8,24.620273972602728
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
LA,2021,2021 Mid-Spring Severe Storms,Storm,LA,2021,36951.47,5078.4,42029.87,176.4,38.0,24.852602739726045
FL,2022,Hurricane Ian,Hurricane,FL,2022,93018.12,7728.94,100747.06,208.8,76.6,28.4682191780822
LA,2001,Tropical Storm Allison,Storm,LA,2001,5917.34,0.0,5917.34,86.0,34.9,24.30821917808221
TX,2008,Hurricane Ike,Hurricane,TX,2008,84233.86,0.0,84233.86,41.7,42.5,26.64180327868851
TX,2017,Hurricane Harvey,Hurricane,TX,2017,56309.22,3224.5,59533.72,115.4,53.5,26.819726027397266
TX,1983,Hurricane Alicia,Hurricane,TX,1983,0.0,0.0,0.0,51.3,48.6,24.291506849315052
NC,1996,Hurricane Fran,Hurricane,NC,1996,5430.84,0.0,5430.84,97.7,45.8,19.459562841530044
NY,2011,Hurricane Irene,Hurricane,NY,2011,3061.96,0.0,3061.96,99.2,38.2,13.412054794520554
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,324443.52,0.0,324443.52,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,28559.59,0.0,28559.59,0.0,0.0,0.0
FL,1993,Blizzard of 1993,Blizzard,FL,1993,11728.47,5566.53,17295.0,61.0,45.9,27.21424657534248
NY,1980,Flooding,Flood,NY,1980,600.0,0.0,600.0,30.9,41.0,12.052459016393428
FL,2005,Hurricane Katrina,Hurricane,FL,2005,11650.0,0.0,11650.0,47.4,54.1,26.69808219178083
LA,2008,Hurricane Ike,Hurricane,LA,2008,15812.85,416.75,16229.6,124.3,61.5,25.34726775956283
FL,2020,Hurricane Sally,Hurricane,FL,2020,0.0,0.0,0.0,60.5,36.9,28.345081967213137
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100500.0,22200.0,122700.0,63.7,47.6,25.748767123287685
NY,1991,"The ""Halloween"" Storm",Storm,NY,1991,4375.0,0.0,4375.0,44.6,31.0,14.399999999999993
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
NH,1991,"The ""Halloween"" Storm",Storm,NH,1991,0.0,0.0,0.0,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,32771.8,0.0,32771.8,0.0,0.0,0.0
VA,2003,Hurricane Isabel,Hurricane,VA,2003,6347.26,9225.86,15573.12,59.8,43.1,18.522191780821892
NY,1991,"The ""Halloween"" Storm",Storm,NY,1991,0.0,0.0,0.0,44.6,31.0,14.399999999999993
NJ,2007,Nor'easter,Storm,NJ,2007,4821.72,0.0,4821.72,0.0,0.0,0.0
FL,1992,Hurricane Andrew,Hurricane,FL,1992,0.0,0.0,0.0,44.4,30.6,27.21147540983609
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,9063.74,0.0,9063.74,0.0,0.0,0.0
FL,2024,Hurricane Helene,Hurricane,FL,2024,60433.44,2874.89,63308.33,45.2,63.6,28.001912568306004
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,58248.85,0.0,58248.85,48.8,39.7,14.591530054644808
TX,2008,Hurricane Ike,Hurricane,TX,2008,4895.81,0.0,4895.81,41.7,42.5,26.64180327868851
NJ,1992,Flooding,Flood,NJ,1992,8564.73,0.0,8564.73,0.0,0.0,0.0
CT,2011,Hurricane Irene,Hurricane,CT,2011,13488.57,0.0,13488.57,90.7,44.0,16.041095890410965
NJ,1980,Flooding,Flood,NJ,1980,0.0,0.0,0.0,42.5,40.3,16.810109289617486
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
