state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
NY,2023,Late-September New York Flooding,Flood,NY,2023,11028.95,0.0,11028.95,43.0,32.8,14.633972602739725
NC,1999,Hurricane Floyd,Hurricane,NC,1999,33000.0,0.0,33000.0,68.1,36.8,20.717534246575365
AL,1998,Hurricane Georges,Hurricane,AL,1998,0.0,0.0,0.0,92.7,33.7,24.04931506849316
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
CA,1998,Pineapple Express - Southern,Other,CA,1998,0.0,0.0,0.0,40.6,31.1,23.838082191780835
NC,2016,Hurricane Matthew,Hurricane,NC,2016,8216.0,0.0,8216.0,117.3,34.6,21.43497267759563
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,18335.84,0.0,18335.84,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,56855.3,13526.12,70381.42,115.4,53.5,26.819726027397266
LA,1983,Flooding,Flood,LA,1983,0.0,0.0,0.0,107.7,36.1,23.015890410958903
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
DE,2012,Hurricane Sandy,Hurricane,DE,2012,0.0,0.0,0.0,116.7,47.8,18.82213114754098
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,40000.0,140000.0,63.7,47.6,25.748767123287685
FL,2004,Hurricane Charley,Hurricane,FL,2004,22233.27,11400.0,33633.270000000004,120.3,64.3,27.106557377049185
MN,1997,Flooding,Flood,MN,1997,6830.84,4828.6,11659.44,75.9,42.1,11.102739726027394
TX,2024,June TS Alberto,Other,TX,2024,15.5,1586.52,1602.02,0.0,0.0,0.0
TX,2019,Tropical Storm Imelda,Storm,TX,2019,6058.54,0.0,6058.54,0.0,0.0,0.0
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,20000.0,0.0,20000.0,0.0,0.0,0.0
LA,1982,Flooding,Flood,LA,1982,8758.03,6352.0,15110.03,117.2,33.5,24.85561643835617
NY,2012,Hurricane Sandy,Hurricane,NY,2012,74304.63,0.0,74304.63,48.8,39.7,14.591530054644808
NY,1979,Not a named storm,Storm,NY,1979,0.0,0.0,0.0,50.2,42.2,12.30849315068494
NY,2012,Hurricane Sandy,Hurricane,NY,2012,13056.74,0.0,13056.74,48.8,39.7,14.591530054644808
VA,2003,Hurricane Isabel,Hurricane,VA,2003,15697.92,5703.5,21401.42,59.8,43.1,18.522191780821892
TX,2016,Spring severe storms,Storm,TX,2016,48065.37,10248.72,58314.090000000004,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,25000.0,5000.0,30000.0,63.7,47.6,25.748767123287685
LA,2024,Hurricane Francine,Hurricane,LA,2024,28229.44,0.0,28229.44,73.8,38.8,26.60273224043716
NY,2012,Hurricane Sandy,Hurricane,NY,2012,79357.6,37319.73,116677.33000000002,48.8,39.7,14.591530054644808
FL,1991,Flooding,Flood,FL,1991,11137.93,1265.85,12403.78,0.0,0.0,0.0
NY,1992,December Storm - Nor'easter,Storm,NY,1992,1080.63,0.0,1080.63,29.7,35.3,11.993989071038252
TX,2017,Hurricane Harvey,Hurricane,TX,2017,92093.41,41727.26,133820.67,115.4,53.5,26.819726027397266
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
MS,2005,Hurricane Katrina,Hurricane,MS,2005,138300.0,50000.0,188300.0,82.8,59.6,24.039999999999996
MS,2012,Hurricane Isaac,Hurricane,MS,2012,36100.55,22185.39,58285.94,62.2,34.8,24.722677595628365
MA,1987,Flooding,Flood,MA,1987,2048.2,0.0,2048.2,0.0,0.0,0.0
TX,2015,Early summer storms,Storm,TX,2015,0.0,0.0,0.0,169.3,37.4,25.443287671232884
NY,1978,Flooding,Flood,NY,1978,1906.19,430.0,2336.19,52.6,40.8,11.580547945205481
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,10242.97,0.0,10242.97,0.0,0.0,0.0
LA,2021,Hurricane Ida,Hurricane,LA,2021,0.0,0.0,0.0,176.4,38.0,24.852602739726045
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,1990,Flooding,Flood,LA,1990,7539.13,2156.0,9695.130000000001,0.0,0.0,0.0
TX,1979,Flooding,Flood,TX,1979,777.75,0.0,777.75,40.6,42.0,24.003287671232854
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
FL,1993,Blizzard of 1993,Blizzard,FL,1993,11208.58,0.0,11208.58,61.0,45.9,27.21424657534248
FL,2017,Hurricane Irma,Hurricane,FL,2017,62046.59,36315.76,98362.35,75.8,73.1,27.927123287671268
CA,1993,Flooding,Flood,CA,1993,360.24,0.0,360.24,29.6,25.9,26.027945205479472
NY,2005,Torrential rain,Heavy Rain,NY,2005,47452.5,32000.0,79452.5,77.3,35.3,13.352328767123291
NY,2012,Hurricane Sandy,Hurricane,NY,2012,36503.79,0.0,36503.79,48.8,39.7,14.591530054644808
LA,1995,Flooding,Flood,LA,1995,4950.39,0.0,4950.39,70.1,33.8,24.724109589041113
LA,2005,Hurricane Katrina,Hurricane,LA,2005,196900.0,41900.0,238800.0,63.7,47.6,25.748767123287685
OK,1993,Flooding,Flood,OK,1993,7700.0,3080.0,10780.0,74.1,38.0,21.138082191780825
LA,2005,Hurricane Katrina,Hurricane,LA,2005,47000.0,0.0,47000.0,63.7,47.6,25.748767123287685
LA,1982,Flooding,Flood,LA,1982,0.0,0.0,0.0,117.2,33.5,24.85561643835617
FL,1985,Hurricane Elena,Hurricane,FL,1985,0.0,0.0,0.0,25.6,33.4,27.62438356164381
TX,2017,Hurricane Harvey,Hurricane,TX,2017,154753.59,40000.0,194753.59,115.4,53.5,26.819726027397266
TX,1981,Flooding,Flood,TX,1981,4492.7,482.0,4974.7,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,45994.09,0.0,45994.09,63.7,47.6,25.748767123287685
GA,2005,Hurricane Dennis,Hurricane,GA,2005,0.0,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
CT,2012,Hurricane Sandy,Hurricane,CT,2012,0.0,0.0,0.0,40.4,44.1,17.087431693989057
NY,2012,Hurricane Sandy,Hurricane,NY,2012,31900.0,0.0,31900.0,48.8,39.7,14.591530054644808
TX,2017,Hurricane Harvey,Hurricane,TX,2017,6281.39,4321.22,10602.61,115.4,53.5,26.819726027397266
GA,2017,Hurricane Irma,Hurricane,GA,2017,93276.35,0.0,93276.35,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,16030.34,2743.45,18773.79,116.8,32.4,24.40846994535519
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,118587.91,0.0,118587.91,0.0,0.0,0.0
FL,1999,Hurricane Irene,Hurricane,FL,1999,3079.39,642.95,3722.34,110.3,35.5,27.3413698630137
FL,1998,Hurricane Georges (Panhandle),Hurricane,FL,1998,1941.39,0.0,1941.39,93.1,37.8,27.581095890410953
TX,2016,Early summer severe storms,Storm,TX,2016,1111.03,0.0,1111.03,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,27283.96,0.0,27283.96,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
FL,2004,Hurricane Charley,Hurricane,FL,2004,27510.79,0.0,27510.79,120.3,64.3,27.106557377049185
MS,2005,Hurricane Katrina,Hurricane,MS,2005,100000.0,50000.0,150000.0,82.8,59.6,24.039999999999996
LA,2005,Hurricane Katrina,Hurricane,LA,2005,4815.22,6028.0,10843.220000000001,63.7,47.6,25.748767123287685
SC,1989,Hurricane Hugo,Hurricane,SC,1989,5560.54,0.0,5560.54,78.5,70.7,23.115616438356138
FL,2004,Hurricane Charley,Hurricane,FL,2004,2148.86,0.0,2148.86,120.3,64.3,27.106557377049185
TX,1979,Tropical Storm Claudette,Storm,TX,1979,23592.7,6127.85,29720.550000000003,40.6,42.0,24.003287671232854
TX,2001,Tropical Storm Allison,Storm,TX,2001,0.0,0.0,0.0,60.6,40.8,24.620273972602728
LA,2005,Hurricane Katrina,Hurricane,LA,2005,105400.0,12200.0,117600.0,63.7,47.6,25.748767123287685
FL,1996,Hurricane Josephine,Hurricane,FL,1996,22008.76,1124.65,23133.41,58.4,34.3,26.52267759562842
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,11059.46,0.0,11059.46,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,125000.0,50000.0,175000.0,41.7,42.5,26.64180327868851
NC,1999,Hurricane Dennis,Hurricane,NC,1999,6906.58,0.0,6906.58,68.1,36.8,20.717534246575365
WV,1985,Flooding,Flood,WV,1985,6914.89,0.0,6914.89,50.0,35.1,15.563287671232898
FL,2024,Hurricane Helene,Hurricane,FL,2024,130404.44,0.0,130404.44,45.2,63.6,28.001912568306004
FL,2022,Hurricane Ian,Hurricane,FL,2022,100000.0,0.0,100000.0,208.8,76.6,28.4682191780822
LA,2002,Hurricane Lili,Hurricane,LA,2002,0.0,0.0,0.0,57.0,42.7,24.50986301369864
NJ,2007,Nor'easter,Storm,NJ,2007,10252.08,0.0,10252.08,0.0,0.0,0.0
CT,2011,Hurricane Irene,Hurricane,CT,2011,15365.81,0.0,15365.81,90.7,44.0,16.041095890410965
MS,2005,Hurricane Katrina,Hurricane,MS,2005,45088.73,0.0,45088.73,82.8,59.6,24.039999999999996
FL,2024,Hurricane Milton,Hurricane,FL,2024,126122.59,7007.12,133129.71,45.2,63.6,28.001912568306004
VA,1999,Hurricane Floyd,Hurricane,VA,1999,13590.52,654.18,14244.7,114.0,38.7,20.155068493150697
LA,1989,Flooding,Flood,LA,1989,0.0,0.0,0.0,60.7,29.7,24.03835616438355
FL,2022,Hurricane Ian,Hurricane,FL,2022,363938.99,3813.5,367752.49,208.8,76.6,28.4682191780822
LA,2012,Hurricane Isaac,Hurricane,LA,2012,0.0,0.0,0.0,75.6,47.8,25.857923497267745
TX,1991,Flooding,Flood,TX,1991,0.0,0.0,0.0,0.0,0.0,0.0
FL,2024,Hurricane Helene,Hurricane,FL,2024,51548.03,7825.52,59373.55,45.2,63.6,28.001912568306004
MA,1991,"The ""Halloween"" Storm",Storm,MA,1991,42800.0,898.75,43698.75,0.0,0.0,0.0
LA,1995,Flooding,Flood,LA,1995,18565.19,2106.2,20671.39,70.1,33.8,24.724109589041113
TX,2017,Hurricane Harvey,Hurricane,TX,2017,4409.45,0.0,4409.45,115.4,53.5,26.819726027397266
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
FL,2005,Hurricane Katrina,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,148886.43,30000.0,178886.43,63.7,47.6,25.748767123287685
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,5827.0,5827.0,41.7,42.5,26.64180327868851
LA,1985,Hurricane Juan,Hurricane,LA,1985,1606.2,0.0,1606.2,55.6,40.5,24.450410958904115
FL,1996,Hurricane Josephine,Hurricane,FL,1996,1821.64,0.0,1821.64,58.4,34.3,26.52267759562842
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
LA,1995,Flooding,Flood,LA,1995,11812.15,11906.88,23719.03,70.1,33.8,24.724109589041113
MA,1979,Not a named storm,Storm,MA,1979,115.0,0.0,115.0,0.0,0.0,0.0
CT,2012,Hurricane Sandy,Hurricane,CT,2012,6468.96,0.0,6468.96,40.4,44.1,17.087431693989057
LA,2005,Hurricane Katrina,Hurricane,LA,2005,91817.37,70739.3,162556.66999999998,63.7,47.6,25.748767123287685
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,1510.0,0.0,1510.0,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
TX,2008,Hurricane Ike,Hurricane,TX,2008,7739.08,0.0,7739.08,41.7,42.5,26.64180327868851
LA,2019,Tropical Storm Barry,Storm,LA,2019,43615.55,0.0,43615.55,165.1,40.8,25.38273972602737
DE,2012,Hurricane Sandy,Hurricane,DE,2012,749.47,0.0,749.47,116.7,47.8,18.82213114754098
CT,2012,Hurricane Sandy,Hurricane,CT,2012,9400.0,0.0,9400.0,40.4,44.1,17.087431693989057
WA,1996,Flooding,Flood,WA,1996,750.0,0.0,750.0,96.5,20.4,10.540710382513662
NJ,2005,Torrential rain,Heavy Rain,NJ,2005,777.76,0.0,777.76,52.9,35.6,17.18712328767126
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,14519.12,2530.0,17049.120000000003,0.0,0.0,0.0
IL,1987,Flooding,Flood,IL,1987,16853.7,0.0,16853.7,40.3,46.8,17.158630136986297
NC,1996,Hurricane Fran,Hurricane,NC,1996,14747.91,4569.52,19317.43,97.7,45.8,19.459562841530044
MD,2003,Hurricane Isabel,Hurricane,MD,2003,41155.58,0.0,41155.58,0.0,0.0,0.0
FL,2004,Hurricane Frances,Hurricane,FL,2004,4324.04,195.85,4519.89,120.3,64.3,27.106557377049185
FL,2022,Hurricane Ian,Hurricane,FL,2022,36227.52,0.0,36227.52,208.8,76.6,28.4682191780822
FL,2016,Hurricane Hermine,Hurricane,FL,2016,425.17,0.0,425.17,86.7,45.5,27.393169398907094
NC,1999,Hurricane Floyd,Hurricane,NC,1999,26998.83,1628.5,28627.33,68.1,36.8,20.717534246575365
FL,2022,Hurricane Ian,Hurricane,FL,2022,89715.4,0.0,89715.4,208.8,76.6,28.4682191780822
TX,2017,Hurricane Harvey,Hurricane,TX,2017,2502.31,0.0,2502.31,115.4,53.5,26.819726027397266
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,8711.57,0.0,8711.57,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,211800.0,25600.0,237400.0,41.7,42.5,26.64180327868851
TX,2019,Tropical Storm Imelda,Storm,TX,2019,99113.01,5229.58,104342.59,0.0,0.0,0.0
LA,1991,Flooding,Flood,LA,1991,17092.46,0.0,17092.46,86.6,32.6,24.527397260273947
LA,2008,Hurricane Ike,Hurricane,LA,2008,64000.0,0.0,64000.0,124.3,61.5,25.34726775956283
LA,1980,Flooding,Flood,LA,1980,0.0,3952.53,3952.53,116.8,32.4,24.40846994535519
LA,1978,Flooding,Flood,LA,1978,750.0,0.0,750.0,94.6,32.2,24.386575342465765
WA,2007,Winter storm,Storm,WA,2007,46841.59,29068.77,75910.36,86.5,21.2,10.775342465753425
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
TX,2017,Hurricane Harvey,Hurricane,TX,2017,51028.95,21712.53,72741.48,115.4,53.5,26.819726027397266
LA,1978,Flooding,Flood,LA,1978,1311.89,0.0,1311.89,94.6,32.2,24.386575342465765
NC,2018,Hurricane Florence,Hurricane,NC,2018,647.97,0.0,647.97,181.7,38.8,20.5109589041096
LA,1983,Flooding,Flood,LA,1983,91.95,218.0,309.95,107.7,36.1,23.015890410958903
PA,2021,Hurricane Ida,Hurricane,PA,2021,36143.44,0.0,36143.44,136.3,36.8,17.51369863013698
NE,2019,March 2019 Midwest Flooding,Flood,NE,2019,50000.0,9132.56,59132.56,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,56904.55,18163.77,75068.32,115.4,53.5,26.819726027397266
LA,2021,Hurricane Ida,Hurricane,LA,2021,10132.39,16608.23,26740.62,176.4,38.0,24.852602739726045
FL,1993,Blizzard of 1993,Blizzard,FL,1993,15577.78,0.0,15577.78,61.0,45.9,27.21424657534248
NY,2012,Hurricane Sandy,Hurricane,NY,2012,6336.31,0.0,6336.31,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
FL,2005,Hurricane Katrina,Hurricane,FL,2005,136.34,449.0,585.34,47.4,54.1,26.69808219178083
FL,1992,Hurricane Andrew,Hurricane,FL,1992,0.0,0.0,0.0,44.4,30.6,27.21147540983609
FL,1996,Hurricane Josephine,Hurricane,FL,1996,0.0,0.0,0.0,58.4,34.3,26.52267759562842
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
TX,1979,Tropical Storm Claudette,Storm,TX,1979,0.0,1976.52,1976.52,40.6,42.0,24.003287671232854
KY,2025,February Kentucky Flooding,Flood,KY,2025,0.0,0.0,0.0,,,
TX,2017,Hurricane Harvey,Hurricane,TX,2017,11016.42,0.0,11016.42,115.4,53.5,26.819726027397266
TX,2001,Tropical Storm Allison,Storm,TX,2001,30835.93,17512.62,48348.55,60.6,40.8,24.620273972602728
TX,1981,Flooding,Flood,TX,1981,11164.89,0.0,11164.89,0.0,0.0,0.0
LA,1983,Flooding,Flood,LA,1983,7219.33,365.0,7584.33,107.7,36.1,23.015890410958903
LA,2016,Mid-summer severe storms,Storm,LA,2016,75000.0,0.0,75000.0,233.5,35.3,25.598087431693997
CA,1982,Flooding,Flood,CA,1982,4077.15,1155.5,5232.65,21.6,25.3,24.739452054794516
IL,2013,Mid-spring storms,Storm,IL,2013,0.0,0.0,0.0,47.4,42.0,15.888493150684935
LA,2020,Hurricane Delta,Hurricane,LA,2020,16457.82,0.0,16457.82,72.9,51.4,25.66612021857924
LA,1988,Flooding,Flood,LA,1988,0.0,0.0,0.0,120.8,32.9,24.16830601092897
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,250000.0,0.0,250000.0,0.0,0.0,0.0
IL,1987,Flooding,Flood,IL,1987,1830.72,0.0,1830.72,40.3,46.8,17.158630136986297
MN,1993,Midwest Flooding,Flood,MN,1993,9382.33,0.0,9382.33,47.1,35.3,10.110410958904113
LA,1982,Flooding,Flood,LA,1982,4638.22,1292.0,5930.22,117.2,33.5,24.85561643835617
NY,1979,Not a named storm,Storm,NY,1979,0.0,71290.46,71290.46,50.2,42.2,12.30849315068494
FL,2005,Hurricane Katrina,Hurricane,FL,2005,26917.53,3150.84,30068.37,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
AL,1998,Hurricane Georges,Hurricane,AL,1998,0.0,0.0,0.0,92.7,33.7,24.04931506849316
LA,1985,Hurricane Juan,Hurricane,LA,1985,19400.0,0.0,19400.0,55.6,40.5,24.450410958904115
FL,2024,Hurricane Milton,Hurricane,FL,2024,92713.69,0.0,92713.69,45.2,63.6,28.001912568306004
CA,2022,California Atmospheric River,Other,CA,2022,140671.97,0.0,140671.97,25.6,25.9,28.49205479452057
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,10426.3,0.0,10426.3,0.0,0.0,0.0
AL,2004,Hurricane Ivan,Hurricane,AL,2004,5475.39,508.36,5983.75,126.7,54.8,23.34016393442623
FL,2024,Hurricane Helene,Hurricane,FL,2024,362209.7,201903.61,564113.31,45.2,63.6,28.001912568306004
TX,2017,Hurricane Harvey,Hurricane,TX,2017,12471.85,877.15,13349.0,115.4,53.5,26.819726027397266
IL,1987,Flooding,Flood,IL,1987,1044.42,0.0,1044.42,40.3,46.8,17.158630136986297
TX,1992,Flooding,Flood,TX,1992,16999.52,0.0,16999.52,0.0,0.0,0.0
SC,1989,Hurricane Hugo,Hurricane,SC,1989,49500.0,0.0,49500.0,78.5,70.7,23.115616438356138
FL,2023,Hurricane Idalia,Hurricane,FL,2023,19384.86,534.87,19919.73,29.9,37.4,29.091506849315042
TX,1991,Flooding,Flood,TX,1991,2024.69,0.0,2024.69,0.0,0.0,0.0
TX,2008,Hurricane Dolly,Hurricane,TX,2008,11356.75,5229.55,16586.3,41.7,42.5,26.64180327868851
NY,2012,Hurricane Sandy,Hurricane,NY,2012,25956.25,9301.26,35257.51,48.8,39.7,14.591530054644808
FL,2024,Hurricane Helene,Hurricane,FL,2024,57289.73,0.0,57289.73,45.2,63.6,28.001912568306004
LA,1989,Flooding,Flood,LA,1989,0.0,0.0,0.0,60.7,29.7,24.03835616438355
FL,2017,Hurricane Irma,Hurricane,FL,2017,2478.42,0.0,2478.42,75.8,73.1,27.927123287671268
NC,2018,Hurricane Florence,Hurricane,NC,2018,0.0,0.0,0.0,181.7,38.8,20.5109589041096
TX,2017,Hurricane Harvey,Hurricane,TX,2017,69066.13,29357.29,98423.42000000001,115.4,53.5,26.819726027397266
FL,2024,Hurricane Debby,Hurricane,FL,2024,107782.88,20000.0,127782.88,45.2,63.6,28.001912568306004
CT,1979,Not a named storm,Storm,CT,1979,2187.62,3001.2,5188.82,65.7,39.4,15.295616438356161
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,40000.0,140000.0,63.7,47.6,25.748767123287685
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
LA,1980,Flooding,Flood,LA,1980,0.0,0.0,0.0,116.8,32.4,24.40846994535519
FL,2023,Hurricane Idalia,Hurricane,FL,2023,8317.72,0.0,8317.72,29.9,37.4,29.091506849315042
VA,1985,Flooding,Flood,VA,1985,4510.44,0.0,4510.44,44.5,36.1,20.25041095890412
NC,1999,Hurricane Dennis,Hurricane,NC,1999,9280.78,0.0,9280.78,68.1,36.8,20.717534246575365
TX,2017,Hurricane Harvey,Hurricane,TX,2017,19542.34,0.0,19542.34,115.4,53.5,26.819726027397266
TX,2017,Hurricane Harvey,Hurricane,TX,2017,85976.18,26695.77,112671.95,115.4,53.5,26.819726027397266
FL,2024,Hurricane Debby,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
PA,2020,Hurricane Isaias,Hurricane,PA,2020,11895.93,0.0,11895.93,58.0,37.8,17.642622950819675
LA,2005,Hurricane Rita,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
NY,1992,December Storm - Nor'easter,Storm,NY,1992,17295.0,0.0,17295.0,29.7,35.3,11.993989071038252
IL,1996,Flooding,Flood,IL,1996,10297.14,0.0,10297.14,64.3,45.2,15.22431693989071
AL,1998,Hurricane Georges,Hurricane,AL,1998,0.0,0.0,0.0,92.7,33.7,24.04931506849316
FL,1999,Hurricane Irene,Hurricane,FL,1999,2827.91,2352.01,5179.92,110.3,35.5,27.3413698630137
PA,2011,Tropical Storm Lee,Storm,PA,2011,0.0,477.0,477.0,77.6,33.0,16.312328767123276
FL,1996,Hurricane Josephine,Hurricane,FL,1996,0.0,4780.0,4780.0,58.4,34.3,26.52267759562842
NJ,2016,Winter Storm Jonas,Storm,NJ,2016,0.0,0.0,0.0,49.6,36.0,18.03278688524591
OR,1997,Flooding,Flood,OR,1997,11775.63,0.0,11775.63,0.0,0.0,0.0
FL,1985,Hurricane Elena,Hurricane,FL,1985,3847.26,5079.57,8926.83,25.6,33.4,27.62438356164381
TX,2003,Hurricane Claudette,Hurricane,TX,2003,3708.99,0.0,3708.99,0.0,0.0,0.0
IL,2008,Hurricane Ike,Hurricane,IL,2008,5596.69,652.74,6249.429999999999,76.4,44.4,15.811202185792343
SC,2016,Hurricane Matthew,Hurricane,SC,2016,51728.02,10263.64,61991.659999999996,124.0,46.5,23.819945355191262
LA,2020,Hurricane Laura,Hurricane,LA,2020,0.0,0.0,0.0,72.9,51.4,25.66612021857924
TX,2017,Hurricane Harvey,Hurricane,TX,2017,1359.3,0.0,1359.3,115.4,53.5,26.819726027397266
OH,1997,Flooding,Flood,OH,1997,18665.79,0.0,18665.79,67.7,37.8,14.46000000000001
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
FL,2022,Hurricane Ian,Hurricane,FL,2022,31577.04,0.0,31577.04,208.8,76.6,28.4682191780822
AL,2004,Hurricane Ivan,Hurricane,AL,2004,149121.42,20000.0,169121.42,126.7,54.8,23.34016393442623
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,3634.03,0.0,3634.03,0.0,0.0,0.0
NC,1999,Hurricane Floyd,Hurricane,NC,1999,45139.93,11000.0,56139.93,68.1,36.8,20.717534246575365
FL,2017,Hurricane Irma,Hurricane,FL,2017,93142.02,38500.0,131642.02000000002,75.8,73.1,27.927123287671268
FL,1995,Hurricane Opal,Hurricane,FL,1995,21188.68,4800.0,25988.68,37.3,33.1,26.58630136986301
LA,2016,Mid-summer severe storms,Storm,LA,2016,98639.22,0.0,98639.22,233.5,35.3,25.598087431693997
LA,2005,Hurricane Katrina,Hurricane,LA,2005,181300.0,14100.0,195400.0,63.7,47.6,25.748767123287685
NC,2018,Hurricane Florence,Hurricane,NC,2018,34582.37,0.0,34582.37,181.7,38.8,20.5109589041096
TX,2001,Tropical Storm Allison,Storm,TX,2001,6787.93,1762.54,8550.470000000001,60.6,40.8,24.620273972602728
FL,1996,Hurricane Josephine,Hurricane,FL,1996,178.12,0.0,178.12,58.4,34.3,26.52267759562842
TX,2019,Tropical Storm Imelda,Storm,TX,2019,67156.81,9001.05,76157.86,0.0,0.0,0.0
LA,2012,Hurricane Isaac,Hurricane,LA,2012,0.0,0.0,0.0,75.6,47.8,25.857923497267745
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
TX,2017,Hurricane Harvey,Hurricane,TX,2017,32205.89,583.96,32789.85,115.4,53.5,26.819726027397266
LA,2002,Hurricane Lili,Hurricane,LA,2002,0.0,0.0,0.0,57.0,42.7,24.50986301369864
NY,2012,Hurricane Sandy,Hurricane,NY,2012,75006.68,52981.68,127988.35999999999,48.8,39.7,14.591530054644808
PA,2011,Tropical Storm Lee,Storm,PA,2011,5578.51,0.0,5578.51,77.6,33.0,16.312328767123276
FL,1995,Flooding,Flood,FL,1995,0.0,0.0,0.0,37.3,33.1,26.58630136986301
FL,2022,Hurricane Ian,Hurricane,FL,2022,820.09,0.0,820.09,208.8,76.6,28.4682191780822
NY,2021,Tropical Storm Henri,Storm,NY,2021,0.0,0.0,0.0,69.9,34.0,13.980547945205476
WI,2019,March 2019 Midwest Flooding,Flood,WI,2019,5104.64,0.0,5104.64,67.4,44.4,11.60082191780822
PR,1985,Hurricane Isabel,Hurricane,PR,1985,0.0,95.0,95.0,35.2,23.5,24.59205479452055
WV,2025,February West Virginia Flooding,Flood,WV,2025,3683.9,0.0,3683.9,,,
LA,1989,Flooding,Flood,LA,1989,1900.0,0.0,1900.0,60.7,29.7,24.03835616438355
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,130045.72,0.0,130045.72,0.0,0.0,0.0
NY,1980,Not a named storm,Storm,NY,1980,370.25,1560.0,1930.25,30.9,41.0,12.052459016393428
TX,1983,Hurricane Alicia,Hurricane,TX,1983,0.0,0.0,0.0,51.3,48.6,24.291506849315052
OK,1986,Flooding,Flood,OK,1986,14164.32,0.0,14164.32,51.7,38.6,22.276164383561657
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,40000.0,140000.0,63.7,47.6,25.748767123287685
MO,1982,Not a named storm,Storm,MO,1982,2433.2,3048.0,5481.2,68.2,36.1,18.18520547945204
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,43816.72,7941.65,51758.37,0.0,0.0,0.0
